full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"Timnas tuh masih long run to go. Jadi please YTH. Bapak @erickthohir untuk perpanjang coach STY sampe 2027. Minimal bisa bawa timnas ke playoff piala dunia 2026, pak🙏 seumur2 saya nonton timnas, belum pernah liat timnas sebagus ini mainnya🙏🙏🙏",timnas long run go please yth coach sty minimal bawa timnas playoff piala dunia umur tonton timnas lihat timnas bagus main,Positif,0.15751562,0.33637664,0.5061078
Timnas Indonesia mainnya kek Prabowo. Lambat gak Sat Set.  Habib Asnawi Mangku Purel #TimnasDay  #AsianCup2023 https://t.co/Ad3F8T1LUL,timnas indonesia main kayak prabowo lambat sat set habib asnawi mang purel,Positif,0.27064925,0.34199244,0.3873583
"mainnya timnas bagus cuma pengalamannya austrlia keliatan banget, kesel banget liatnya",main timnas bagus alam austrlia lihat banget kesel banget lihat,Positif,0.00050440046,0.049033627,0.9504619
"Nyesek gak sih..  Australia itu pasif bgt mainnya, Timnas yg coba utk kontrol pertandingan, tapi ya...  Sayangnya emang aliran bola dari tengah ke depan itu gk lancar, &amp  sekalinya ada peluang, bukan yg bahaya bgt.",sesak australia pasif banget main timnas coba kontrol tanding sayang alir bola lancar peluang bahaya banget,Positif,0.04491748,0.34759748,0.60748506
"Serius ini TIMNAS, enak banget dilihat mainnya Kurang golnya aja aih",serius timnas enak banget lihat main gol aih,Positif,0.0004389138,0.021848729,0.9777124
"ostrali unggul 2 gol, tapi gak pernah bener2 nyaman dan pegang kendali penuh permainan.  seumur hidup, baru kali ini liat 11 pemain Timnas bisa bener2 ngisi lapangan dengan penuh. Mainnya enak.  🫰🏼  #TimnasDay #PialaAsia2023 #PSSI #Indonesia",ostrali unggul gol nyaman pegang kendali penuh main umur hidup kali lihat main timnas ngisi lapang penuh main enak,Positif,0.23758712,0.38007772,0.38233513
"bagus sih mainnya. tapi, bukan timnas namanya kalau gak kecolongan🤌",bagus main timnas nama colong,Positif,0.08006196,0.19227585,0.7276622
ini gara2 bung towel kurang remehin timnas malam ini makanya mainnya kureng bet😭😭,gara-gara towel remehin timnas malam main reng banget,Positif,0.18862933,0.40248537,0.40888524
Timnas malam ini mainnya kerennnnn banget sih🥹🤏.  Itu Nomor 25 u keren ngab🥹🤏,timnas malam main keren banget nomor keren ngab,Positif,0.0015467516,0.035727777,0.9627256
"Asli bagus mainnya timnas , lebih bagus dri barca",asli bagus main timnas bagus barca,Positif,0.0065944367,0.07392639,0.91947925
timnas mainnya rapi bgt,timnas main rapi banget,Positif,0.01576548,0.26014054,0.7240939
"terlepas dari menang/kalah, timnas indonesia mainnya improve banget si keren! yang teriak local pride apa kabar? 😂",lepas nangka timnas indonesia main improve banget keren teriak local pride kabar,Positif,0.0033113998,0.05452645,0.9421622
Struijk ini misal jadi kelak mainnya bakal mirip2 Patrik schick  Kudu sabar aja ini para pens timnas garuda,struijk kelak main patrik schick kudu sabar pens timnas garuda,Positif,0.31026146,0.24051237,0.44922623
"Ya Allah beneran gak ikhlas kalo timnas kalah, mainnya bagus ya Allah 😭😭😭",allah ikhlas timnas kalah main bagus allah,Positif,0.17830698,0.26896873,0.5527243
napa timnas mainnya lebih enak dilihat daripada barca anjirrr,timnas main enak lihat barca anjir,Positif,0.04272569,0.27974346,0.6775308
STY kereen amaat bisa bikin timnas seoke ini mainnya,sty keren amaat timnas oke main,Positif,0.031606052,0.14082034,0.8275737
Boljug ini timnas mainnya walau kalah wkwkw,boljug timnas main kalah wkwkw,Positif,0.32777965,0.29503807,0.37718228
Udah enak banget timnas mainnya masih aja ngelawak mulu kaya emyu,enak banget timnas main lawak mulu kayak emyu,Positif,0.00031805006,0.019995937,0.9796861
"Sedih gini dah nonton timnas, mainnya udah bagus wey tapi kebobolannya udah 2😭",sedih deh tonton timnas main bagus wey bobol,Positif,0.0053517087,0.11095239,0.8836959
Andai aja timnas punya pemain yg kayak Rui Costa mainnya.,andai timnas main kayak rui costa main,Positif,0.2048787,0.37440184,0.42071944
Timnas Indonesia mainnya keren banget walau kalah,timnas indonesia main keren banget kalah,Positif,0.018634096,0.113030136,0.8683358
"entah apapun hasilnya nanti, Timnas mainnya keren banget cokk malah lebih keren dari Australia 👏🔥",hasil timnas main keren banget cokk keren australia,Positif,0.0016582687,0.04272863,0.955613
@IlhamHusein12 Biasanya bgtu. Ringan mainnya ausie udah di atas angin bisa kecolongan klo meleng.  Kesempatan untuk timnas Berhati² dan waspada tapi kalo ada peluang bisa masukin goal jg Indonesia..harapan.,ringan main ausie angin colong meleng timnas hati waspada peluang masuk goal indonesiaharapan,Positif,0.30507907,0.27760288,0.4173181
"@rajosakampuang overall yah sangat bagus, kapan lagi lihat timnas mainnya ngotot dan gak inferior  kalau ada miss yah wajar yah emang kualitas kita segitu aja🫣",overall bagus lihat timnas main ngotot inferior miss wajar kualitas segitu,Positif,0.057904523,0.16016546,0.78193
"Asli padahal udah seneng banget liat mainnya timnas kecuali finishingnya, sedih bgt cara kebobolannya 1 shot 2 gol 😭 #AsianCup2023 https://t.co/OaEVJdXzPk",asli senang banget lihat main timnas kecuali finishingnya sedih banget bobol shot gol,Positif,0.022580886,0.24850269,0.72891647
"Apapun hasilnya, sebuah peningkatan buat timnas.. babak pertama mainnya udah keren, tinggal finishingnya #TimnasDay",hasil buah tingkat timnas babak main keren tinggal finishingnya,Positif,0.25286433,0.25263378,0.49450186
"@gdzalli @CoachJustinL yg diliat pasti kalah""nya klo skornya ngk berubah  padahal mainnya bagus bangret timnas babak 1 td""",lihat kalah skor ubah main bagus bangret timnas babak,Positif,0.07981,0.17481032,0.7453797
Timnas mainnya udah bagus tapi ketinggalan 2 - 0😔,timnas main bagus tinggal,Positif,0.03459518,0.2404669,0.7249379
"Inget kata Klopp. Targetnya bukan trofi dulu. Targetnya adalah main bagus dan orang jadi nggak sabar nunggu pertandingan lainnya.   Malam ini, Timnas keren. Nanti perlu lebih disiplin menghadapi serangan balik tapi mainnya ya bagusssss!   Yok samain yok!",klopp target trofi target main bagus orang sabar tunggu tanding malam timnas keren disiplin hadap serang main bagusssss yuk samain yuk,Positif,0.15349682,0.33660552,0.50989765
"Bisa gitu mainnya, ngeri timnas nih",main ngeri timnas,Positif,0.26328865,0.24201939,0.49469194
@ainurohman Timnas kurang beruntung ama pengalaman aja ini. Overall mainnya keren banget babak pertama walau ada sedikit kesalahan yang sangat fatal. Beberapa tahun lagi dipoles berpotensi menjadi-jadi ini dengan catatan mempertahankan sistem yang sudah ada sekarang dan memperbaiki hal lain,timnas untung alam overall main keren banget babak salah fatal poles potensi menjadijadi catat tahan sistem,Positif,0.00018887444,0.016307108,0.98350406
"Timnas mainnya bagus sih, tapi pas sampe depang gawang bingung, finishing juga kurang 😔😭",timnas main bagus pas depang gawang bingung finishing,Positif,0.0020059184,0.043678768,0.9543154
"Timnas mainnya bagus banget, yaAllah engga nyangka loh progresnya begitu kelihatan. Fighting banget, ngotot. Gapapa kalau kalah ini buat perbaikan, tapi pertahankan main kayak gini, tinggal finishingnya. #TimnasDay #STYSTAY",timnas main bagus banget yaallah sangka progres lihat fighting banget ngotot gapapa kalah tahan main kayak tinggal finishingnya,Positif,0.013595274,0.13208157,0.8543232
"-ness timnas mainnya dah oke banget, tinggal nunggu keberuntungan aja nihhh",ness timnas main deh oke banget tinggal tunggu untung,Positif,0.0011412924,0.05933389,0.9395249
ini timnas pemainnya abroad ke epl semua ya kok keren banget mainnya,timnas main abroad epl keren banget main,Positif,0.0099582225,0.082009956,0.9080319
@CoachJustinL gila coach timnas di era STY mainnya keren bgt. sty stay pokoknya,gila coach timnas era sty main keren banget sty stay pokok,Positif,0.005431873,0.10404978,0.89051837
Timnas rasa Eropa.. mainnya enak banget...... #stystay #TimnasIndonesia #afc #TimnasDay,timnas eropa main enak banget,Positif,0.0019272557,0.054711964,0.94336075
"Terlepas dari kebobolan 2 gol Timnas mainnya kerenn bgt cuyy, YUK BISA YUKK #TimnasDay",lepas bobol gol timnas main keren banget cuy yuk yuk,Positif,0.00088631455,0.03035089,0.96876276
Timnas mainnya enak banget padahal. Pass acc tinggi 85%,timnas main enak banget pas acc,Positif,0.00034456636,0.023999775,0.9756556
"Timnas mainnya bagus bgt woii, tpi emang blom hoki",timnas main bagus banget woii hoki,Positif,0.0014395317,0.03636675,0.9621937
"timnas mainnya udh bagus banget coy, tinggal kurang finishing sama kurang lucky aja si",timnas main bagus banget coy tinggal finishing lucky,Positif,0.00013295202,0.014223341,0.9856436
"@idextratime @bliblidotcom Gila, mainnya udah kek aja Eropa. Hanya sj Dewi Fortuna blm jg datang. Perlu naikkan tempo permainan nih, ala Korsel/ Jepang. Timnas Indonesia bisa kok.",gila main kayak eropa dewi fortuna tempo main ala korsel jepang timnas indonesia,Positif,0.05329076,0.16566367,0.78104556
@idextratime @bliblidotcom Ini timnas mainnya udh bagusss kok😭 tinggal manfaatin peluang aja plis 😭,timnas main bagus tinggal manfaatin peluang plis,Positif,0.003760219,0.055041067,0.94119865
"@Indostransfer Yg membedakan cuma pengalaman , ini sih mainnya dah bagus banget selama sejarah menonton timnas",beda alam main deh bagus banget sejarah tonton timnas,Positif,0.00049053796,0.024653353,0.97485614
@jorneamas Kmu? Ga dlu timnas ku lebih menggoda mainnya,timnas ku goda main,Positif,0.25231445,0.24400221,0.5036833
"@PorosHalangID Masih gak nyangka bisa kebobolan dengan mainnya timnas yang sebagus itu. Tapi yang namanya proses emang gak bisa langsung instan. Biarlah ini jadi pembelajaran dan evaluasi, paling gak kita jadi tau kalo timnas emang udah berada dijalan yang benar dan ditangan pelatih yang tepat",sangka bobol main timnas bagus nama proses langsung instan ajar evaluasi timnas jalan tang latih,Positif,0.19293171,0.26176655,0.54530174
"Aslinya timnas keren bgt mainnya, kayak bukan timnas biasanya 😭 belum beruntung aja. Comeback babak 2 yuk bismillah 🤲",asli timnas keren banget main kayak timnas untung comeback babak yuk bismillah,Positif,0.020640116,0.14937152,0.8299883
"Timnas mainnya sungguh luar biasa, apalagi nonton yang live english commentary, vibes pildun bgt. Walaupun kebobolan dua gol jatuh dari langit buat Australia.   Come on Garuda!🇮🇩",timnas main sungguh tonton live english commentary vibes pildun banget bobol gol jatuh langit australia come on garuda,Positif,0.030223457,0.2157032,0.7540733
iyaa asliii😭 cakep banget mainnya timnas ringgal golnya ajaa:( yakin deh sekalinya nge golin nanti bakal enak buat nyekor lagii,iya asli cakep banget main timnas ringgal gol deh nge golin enak nyekor,Positif,0.007310301,0.08275308,0.9099366
"Ayo Pundit nyinyir, mainnya bagus banget banget banget nih yee kan TimNas, tapi hasilnya belum sesuai ekspektasi. Mau ngomong apa luuu?",ayo pundit nyinyir main bagus banget banget banget timnas hasil sesuai ekspektasi omong luuu,Positif,0.0020288085,0.18353575,0.8144354
"Liat Timnas di babak pertama mainnya bagus bener, kalo kalah jadi gak ikhlas dah :’) #TimnasDay",lihat timnas babak main bagus kalah ikhlas deh,Positif,0.012170554,0.08991618,0.89791334
Hari ini keren timnas mainnya🇮🇩👊🏻,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
timnas mainnya bagus banget terharu gua 😭😭,timnas main bagus banget haru gua,Positif,0.01743887,0.14034018,0.8422209
"Apapun hasilnya, tetap bangga ama Timnas 🇮🇩 Mainnya nggak mengecewakan 🥰🥰",hasil bangga timnas main kecewa,Positif,0.1868032,0.3802493,0.4329475
"timnas keren bgt mainnya bisa dominasi lawan aussie yg beda 120 rank, cuma blunder sama kecolongan ajaa. gas truss masi ada kesempatan babak 2",timnas keren banget main dominasi lawan aussie beda rank blunder colong gas truss babak,Positif,0.010794737,0.10911666,0.88008857
timnas gilaksi keren bgtt mainnya so proud 💕,timnas gilaksi keren banget main sok proud,Positif,0.009400151,0.19968425,0.79091555
"@zarminszka Asli, bagus banget ini mainnya timnas 👍",asli bagus banget main timnas,Positif,0.013130103,0.134068,0.8528019
"Timnas mainnya keren ya, main gini tinggal tunggu golnya aja #TimnasDay",timnas main keren main tinggal tunggu gol,Positif,0.12661187,0.34030044,0.5330877
ini timnas keren banget mainnya coyyyyy,timnas keren banget main coyyyyy,Positif,0.0054882606,0.0938179,0.9006938
Timnas udh bgus bgt mainnya tinggal finishing nya ajaaa. Yok bisaa,timnas bagus banget main tinggal finishing yuk,Positif,0.00025481678,0.017427895,0.9823173
😭😭nangisss timnas mainnya bagus banget coy malem ini. Please ya Allah semoga bisa menang aamiin. Ga real banget kayak gini gak menang,menang timnas main bagus banget coy malam please allah moga menang amin real banget kayak menang,Positif,0.0020490584,0.0470877,0.95086324
"Jangan bercanda kamu timnas indonesia!! Udah keren lohh mainnya, rugi kalo gk cetak gol😭😭😭",canda timnas indonesia keren main rugi cetak gol,Positif,0.27030095,0.29604527,0.43365377
Keren bgt mainnya timnas babak pertama.. lagi2 efektifitas dan keberuntungan jd pembeda.,keren banget main timnas babak efektifitas untung beda,Positif,0.0016434228,0.0372002,0.9611564
@utdfocusid @idextratime @bliblidotcom Bagusan juga timnas mainnya😭,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
"Gak peduli hasil sih, lolos 16 besar aja dah bagus. Di babak pertama tadi, sebagai penonton rutin sepakbola eropa, gw enjoy banget ngeliat timnas main. Sering switch play, sering main kombinasi. Jujur gw kaget, karena di 3 laga fase grup ga keliatan. Vs Vietnam aja jelek mainnya. https://t.co/9D4NxFOXf5",peduli hasil lolos deh bagus babak tonton rutin sepakbola eropa gue enjoy banget lihat timnas main switch play main kombinasi jujur gue kaget laga fase grup lihat vs vietnam jelek main,Positif,0.05993941,0.18940555,0.750655
Enak bgt liat mainnya timnas🔥,enak banget lihat main timnas,Positif,0.0006492888,0.0276038,0.9717469
"mainnya bagus bener timnas ini, pede, lebih teratur juga",main bagus timnas percaya diri atur,Positif,0.02530873,0.121517524,0.8531736
"@FaktaSepakbola Gila keren mainnya lanjutken, Timnas Bisa Come Back!!!",gila keren main lanjutken timnas come back,Positif,0.05582296,0.1536167,0.7905603
"Terlepas dari berapapun nanti score akhirnya, permainan #timnas Indonesia mainnya sudah seperti tim tim eropa 😀",lepas score main indonesia main tim tim eropa,Positif,0.2974945,0.2594186,0.4430869
Ketinggalan 0-2 tapi Timnas Indonesia mainnya keren banget. Bangga sama kalian apa pun hasilnya nanti! 🇮🇩🇮🇩,tinggal timnas indonesia main keren banget bangga hasil,Positif,0.02151432,0.12448291,0.8540027
"skrg saja kerenmmi mainnya Timnas, apalagi nanti ditambah Paes, Haye, Jay, Nathan, dan Kevin Diks (👀) 😭",kerenmmi main timnas paes haye jay nathan kevin diks,Positif,0.313957,0.21386917,0.47217378
@braydhowi Mainnya kayak Timnas Pantai Gading yahh,main kayak timnas pantai gading,Positif,0.2665276,0.33794236,0.39553002
"Tumben nnton timnas, terlepas dri skor babak pertama ternyata mainnya bagus juga. Ga nyangka 😅",tumben tonton timnas lepas skor babak nyata main bagus sangka,Positif,0.2463088,0.2572757,0.4964155
Timnas mainnya udah bagus banget. Ayo ciptakan gol di babak ke-2.   🔥🔥🔥,timnas main bagus banget ayo cipta gol babak,Positif,0.001130774,0.04200978,0.95685947
"Tapi overall bagus banget timnas mainnya, lebih bagus dari Australia malah.. Syg g punya finisher",overall bagus banget timnas main bagus australia sayang finisher,Positif,0.00014048487,0.014116493,0.985743
"Tadi kebobolannya yg pertama gara² deflection, kalo yg kedua sepertinya Asnawi lengah dikit tapi ngaruh  Tapi mainnya bagus loh timnas, cuma ya gitu deh  #TimnasDay",bobol gara-gara deflection asnawi lengah dikit ngaruh main bagus timnas deh,Positif,0.03065153,0.31341642,0.65593207
"Timnas mainnya udh bagus tapi masih minim pengalaman, yuk bisa yuk babak kedua nyamain skor",timnas main bagus minim alam yuk yuk babak skor,Positif,0.0025503496,0.049824778,0.9476249
"Terlepas dari 2 gol Australia, overall timnas mainnya bagus banget, bahkan bisa megang possession. But, unlucky kebobolan dengan cara kayak gitu.  Jujur gak pernah terbayang di kepala gue kalo timnas kita bisa main sebagus ini, timnas kita bener2 udah dijalan yang benar.",lepas gol australia overall timnas main bagus banget pegang possession but unlucky bobol kayak jujur bayang kepala gue timnas main bagus timnas jalan,Positif,0.012829262,0.46926785,0.51790285
