full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
gut job timnas Indonesia👍🏻😍mainnya udah keren bgttt bisa hampir 50% nguasain bola👏🏻tetep semangattttt🫶🏻,gut job timnas indonesiamainnya keren banget nguasain bolatetep semangattttt,Positif,0.001965195,0.049223933,0.9488108
"@SiaranBolaLive Timnas udh ada progres passing jga udh lumayan rapih, cmn penyelesaian finishing aja yg msh krg tenang, emg Australia keren bgt mainnya njirrr kga ada capeknya nguber bola press trusss wkwkwk😅, apapun itu timnas udh oke mainnya BRAVO TIMNAS 🔥🇲🇨",timnas progres passing lumayan rapi cuman selesai finishing krg tenang australia keren banget main anjir kga capek nguber bola press wkwkwk timnas oke main bravo timnas,Positif,0.017460063,0.103004724,0.87953526
Selain timnas yg bagus mainnya. Ucapin selamat juga buat Leo/Daniel! back to back Indonesia Masters,timnas bagus main selamat leodaniel back back indonesia masters,Positif,0.036680896,0.16242678,0.80089235
Timnas dipertandingan ini mainnya keren banget sumpahh..,timnas tanding main keren banget sumpah,Positif,0.023333954,0.16793574,0.80873036
Chant suporter indo sampe kedengeran di tv aja udah merinding bgt apalagi lihat mainnya tadi. Tetep timnas 🫵🫶 #TimnasDay #AsianCup2023  https://t.co/8dA24a9c3v,chant suporter indonesia dengar tv merinding banget lihat main timnas,Negatif,0.25053042,0.44235632,0.30711323
"timnas mainnya udah kerenn, apalagi di babak pertamaa, sampe sempet lagi apes aja ngga sii kebobolan. pokoknya respect bangettt kerja kerasnya, 🔥",timnas main keren babak pertamaa apes bobol pokok respect banget kerja keras,Positif,0.011881082,0.0873215,0.90079737
Udah keren kok timnas Indonesia mainnya malam ini. Memang butuh proses sampai ke high level. Tolong buat manajemen jangan dirombak lagi pemain timnas yang sekarang,keren timnas indonesia main malam butuh proses high level tolong manajemen rombak main timnas,Positif,0.23371957,0.27388144,0.49239895
Terimakasih timnas atas perjuangan nya. Keren mainnya sampai saat terakhir. Tinggal cari striker sama kiper baru.,terimakasih timnas juang keren main tinggal cari striker kiper,Positif,0.06996547,0.18113603,0.74889845
@idextratime @bliblidotcom kardus bjir jelas jelas babak 1 timnas mainnya bagus bener loh,kardus bjir babak timnas main bagus,Positif,0.03557074,0.33562663,0.6288026
"Terakhir kali bangga nonton Timnas di tahun 2007 lawan Korsel, malam ini walaupun kalah 4-0 tapi mainnya cukup baik. Kalau kompetisi (trmasuk KU) dalam negeri dijalankan dgn baik, bukan tidak mgkin 10 tahun kdepan kita akan masuk ranking 10 besar negara Asia. Ewako #Garuda 🔥🔥🔥",kali bangga tonton timnas lawan korsel malam kalah main kompetisi masuk ku negeri jalan kdepan masuk ranking negara asia ewako,Positif,0.29588172,0.3491647,0.3549536
"Terimakasih Timnas, kalian keren bisa sampe sejauh ini dan perform kalian meningkat pesat. Asli mainnya cantik bgt. Enak bgt ditonton 🤗👏😭🙏",terimakasih timnas keren perform tingkat pesat asli main cantik banget enak banget tonton,Positif,0.00067591615,0.028670255,0.97065383
"@unmagnetism Saya dari dulu dukung timnas Indonesia, tapi saya tidak suka mainnya yg sering oper bola salah, terlalu lama bawa bola, terlalu lama mikir mau di oper ke siapa, selalu umpan jauh....kapan timnas bisa merubah setelan  pabrikan  itu..?",dukung timnas indonesia suka main oper bola salah bawa bola mikir oper umpan jauhkapan timnas rubah setel pabrikan,Positif,0.27318645,0.28160766,0.44520587
"Semoga penyakit pemain timnas sejak dahulu kala sudah tidak ada lagi skrg, muak liat pemain usia muda mainnya bagus lalu star syndrome dan habis di usia prime.",moga sakit main timnas muak lihat main usia muda main bagus star syndrome habis usia prime,Positif,0.1820293,0.35533795,0.4626328
"apresiasi setinggi-tinggi nya buat timnas, mainnya udah jauh lebih bagus! evaluate evaluate evaluate, Thank you Indonesia 🧘🏻‍♂️🇮🇩",apresiasi setinggitinggi timnas main bagus evaluate evaluate evaluate thank you indonesia,Positif,0.0026275998,0.04651192,0.95086044
"Semoga para fans juga bisa objektif klo mainnya jelek ya jelek klo bagus ya bagus, jangan menutup mata dan berat sebelah demi timnas indonesia maju 🤭🙏😂",moga fan objektif main jelek jelek bagus bagus tutup mata berat belah timnas indonesia maju,Negatif,0.0016288776,0.970042,0.028329145
@vincentrompies bangga pa pinsen liat timnas ada kemajuan gini mainnya,bangga pinsen lihat timnas maju main,Positif,0.3478541,0.26870742,0.3834385
"Babak kedua timnas kayaknya habis tenaga, tidak sengotot babak pertama mainnya. Kalah 4-0 yah, yah gimana ya. #TimnasIndonesia",babak timnas kayak habis tenaga sengotot babak main kalah,Negatif,0.099933706,0.7148782,0.18518811
"@Indostransfer Masuknya witan jd g greget timnas mainnya, coba td asnawi gantinya sama arhan...🤦‍♂",masuk witan greget timnas main coba asnawi ganti arhan,Positif,0.22331075,0.2093332,0.567356
Gilss walaupun kalah tapi mainnya timnas bagus bgt cuyy,gilss kalah main timnas bagus banget cuy,Positif,0.0075514833,0.08492573,0.9075229
"@neohistoria_id setidaknya mainnya timnas uda bagus bgt, dan yaa tinggal finishing ama kesalahan2 yg ga perlu aja yg masi ada wk",id main timnas bagus banget tinggal finishing salah,Positif,0.0007222681,0.033273384,0.9660044
"tengok timnas Indonesia main, msh gak percaya, bisa sebagus ini mainnya. Terlepas skor akhir kita harus akui Australia. Terima kasih yah Timnas Garuda, kalian sangat membanggakan 🙏 #TimnasDay #comebackstronger",tengok timnas indonesia main percaya bagus main lepas skor australia terima kasih timnas garuda bangga,Positif,0.032121394,0.13729906,0.8305795
"Walaupun hasilnya belum sesuai harapan, tp ttep bangga. Ga pernah nyangka kl timnas sekarang mainnya bs sebagus itu😭 Dr yg awalnya longball-longball ga jelas sekarang bs build up dan passing. Terbanglah lebih tinggi garuda muda. Percaya proses, sty stay🔥 #STYSTAY #PercayaProses https://t.co/tV10mdtRlh",hasil sesuai harap bangga sangka timnas main bagus longballlongball build up passing terbang garuda muda percaya proses sty stay,Positif,0.03248034,0.13568585,0.8318338
Timnas udah keren sih mainnya. Cuma mgkn karna masi muda2 jd kek gampang ilang fokus. Trs karna pengalaman blm banyak jg jd masi suka lama ngambil keputusan. Tp yg paling penting sih elkan baggot cakep bener pas dicloseup kamera😍,timnas keren main muda kayak gampang hilang fokus alam suka ngambil putus elkan baggot cakep pas dicloseup kamera,Positif,0.2803315,0.34645724,0.37321132
Puas melihat pertandingan 90 menit Timnas Indonesia. Mainnya rapih. Soon will be the “W”. Semangat!,puas lihat tanding menit timnas indonesia main rapi soon will be the semangat,Positif,0.30894285,0.30203146,0.38902566
"-dips! YUK TEMEN TEMEN KITA SUPPORT TIMNAS KITA YANG UDAH BERJUANG LAWAN AUSTRALIA, WALAUPUN KALAH MEREKA MAINNYA KEREN BANGETT KOKK!!",dips yuk teman teman support timnas juang lawan australia kalah main keren banget kokk,Positif,0.0076947752,0.08086906,0.9114361
"@idextratime @bliblidotcom Kerennn banget mainnya timnas Indonesia, build up dan possession nya udah ga kaleng2🔥🔥🔥 pengalaman dan modal berharga buat timnas👍  *Tolong itu Baggott match berikutnya dikonciin di kamar mandi, gol nya dari sisi kiri pertahanan semua🤬",keren banget main timnas indonesia build up possession kaleng alam modal harga timnas tolong baggott match dikonciin kamar mandi gol sisi kiri tahan,Positif,0.1605577,0.36259726,0.4768451
Still must be proud of Timnas sihh mainnya gk jelek tp emg belum rezeki aja... 16 besar pun udh syukur bgt sihhh. Keren👏👏👏,still must be proud of timnas main jelek rezeki syukur banget keren,Positif,0.19763467,0.3123866,0.48997864
Mantap krina udah mainnya Indonesia. Tambah naturalisasi untuk kiper. Yang main di Liga Indonesia jangan dipanggil ke timnas sebelum liganya oke.,mantap krina main indonesia naturalisasi kiper main liga indonesia panggil timnas liga oke,Negatif,0.20174307,0.42879078,0.36946616
"Nice Try Indonesia!  Thanks for the beautiful game tonight.   Yaa, kita kalah. Tapi permainan kita berkembang banget, di babak 1 udah kaya liat team eropa mainnya tenang,   Jadi ga sabar kalo liat full team Timnas yg udah mateng🤩  Terimakasih punggawa Garuda🇮🇩",nice try indonesia thanks for the beautiful game tonight kalah main kembang banget babak kayak lihat team eropa main tenang sabar lihat full team timnas mateng terimakasih punggawa garuda,Positif,0.037809238,0.15256117,0.8096296
"Timnas mainnya ngga jelek, tapi ya beda kelas aja. Nice try, STY. PR nya ada di PSSI yang harus memperbaiki persepakbolaan lokal biar bisa bersaing di AFC edisi berikutnya.",timnas main jelek beda kelas nice try sty pr pssi persepakbolaan lokal saing afc edisi,Negatif,0.0039735953,0.96534806,0.030678388
"AUS mainnya gitu2 doang 4-0 , babak pertama berasa bgt timnas naik kelasnya",aus main doang babak asa banget timnas kelas,Negatif,0.07546124,0.46255302,0.4619857
@Indostransfer Ketambahan paes sama Ragnar plus haye...... Semangkin jadi ke depan mudah2an mainnya Timnas,paes ragnar plus haye semangkin mudah main timnas,Positif,0.2997834,0.26306903,0.4371476
"@GyuminiGirl_ Serius bun.. Tp gpp .. buat pengalaman , timnas gag kalah kog mainnya bagus hari ini",serius bun enggak apa alam timnas kalah main bagus,Positif,0.16146362,0.39624938,0.442287
"Indonesia mainnya keren, sumpah kalau STY dipecat gue bakal berenti nonton timnas lagi.",indonesia main keren sumpah sty pecat gue renti tonton timnas,Negatif,0.0059700953,0.9722102,0.021819705
"@idextratime @bliblidotcom Ini pertama kalinya gw bisa bilang timnas mainnya bagus banget walau kalah. Lawan viet kemaren aja gak sebagus ini loh mainnya. Lagi sue lagi aja itu sty, goal pertama bunuh diri, sisanya karena kiper sama Asnawi lagi jelek. Apresiasi lah buat timnas",kali gue timnas main bagus banget kalah lawan viet kemarin bagus main sue sty goal bunuh sisa kiper asnawi jelek apresiasi timnas,Positif,0.055885673,0.33852303,0.6055913
@SiaranBolaLive Liat timnas mainnya gak grusak-grusuk aja udah seneng,lihat timnas main grusakgrusuk senang,Positif,0.133829,0.3512892,0.51488173
"It's okay, thank you Timnas Indonesia. Tanpa liat poin, kalian mainnya udah bagus wehh, ada peningkatan, ga blunder. Keren banget loh rangking 25 vs rangking 146. Bisa dijadikan pembelajaran buat kedepannya. Proud of you guys, thank you jangan patah semangat 🔥🔥🫶 #TimnasDay",its okay thank you timnas indonesia lihat poin main bagus wehh tingkat blunder keren banget rangking vs rangking ajar proud of you guys thank you patah semangat,Positif,0.0012738226,0.038097616,0.9606285
"@olanfatah177 🤣🤣🤣 menurut om, timnas bagus ga tadi mainnya? kurang finishing aja sih",om timnas bagus main finishing,Positif,0.068530835,0.28050974,0.65095943
"@idextratime @bliblidotcom Terimakasih perjuangannya timnas, mainnya hari ini cukup bagus.   masuknya witan malah bikin sistem defence sama serangan ga jalan, ini orang terlalu roaming, Padahal di babak 1 tadi itu pemain posisinya stay di posnya masing-masing.   Defence jd ga compact, attack kopong.",terimakasih juang timnas main bagus masuk witan sistem defence serang jalan orang roaming babak main posisi stay pos masingmasing defence compact attack kopong,Positif,0.24331227,0.33930933,0.4173783
"It's okay timnas, good game. Babak pertama udh bagus mainnya, pas babak kedua mulai buyar. Tpi overall udh ada peningkatan buat permainan timnas. Kedepannya bisa lebih baik lagi.",its okay timnas good game babak bagus main pas babak buyar overall tingkat main timnas,Positif,0.007616011,0.08372614,0.9086579
"Permainan babak pertama udah cantik bgt , tapi seperti biasa timnas Indonesia kalo udah ketinggalan skor apalagi udah 2-0 pasti mainnya kacau  Tapi oke lah udah cukup baik permainannya Terimakasih sudah berjuang untuk Indonesia raya timnas 🇮🇩🇮🇩🇮🇩  #TimnasDay",main babak cantik banget timnas indonesia tinggal skor main kacau oke main terimakasih juang indonesia raya timnas,Positif,0.051692713,0.21743135,0.7308759
"@idextratime @bliblidotcom menurut gw timnas ini cuma kalah dari postur sama pengalaman aja, bisa diliat dari statistik jg kita bener2 bisa ngimbangin sebenernya selama pertandingan, terutama pas babak pertama kita bener2 dominan banget mainnya. Keren Garuda🔥🔥",gue timnas kalah postur alam lihat statistik ngimbangin tanding utama pas babak dominan banget main keren garuda,Positif,0.078237854,0.32875532,0.5930068
"@idextratime tetep bangga, karena mainnya keren. terima kasih timnas😭💖",bangga main keren terima kasih timnas,Positif,0.12520403,0.21029308,0.66450286
"Kekalahan ini bukan kejutan, justru bikin semangat karena Timnas Indonesia udah bisa main selevel ini.  Inget gak dulu kita sering ngeluh kalo Timnas mainnya crossing mulu, cepet cape, passingnya berantakan? Sekarang udah enggak!  GARUDA DI DADAKU! INDONESIA! ❤️  #AsianCup2023 https://t.co/TWpVEjcXdr",kalah kejut semangat timnas indonesia main level ngeluh timnas main crossing mulu cepat capek passingnya beranta garuda dada indonesia,Positif,0.3122861,0.3378105,0.34990335
"Diliat timnas yg awal"" dipegang sty mainnya bagus nyetak goal banyak juga sekarang keknya susah gitu nyetak goal. Ini teh timnasnya yg menurut perfomanya atau emg lawannya yg pada bagus?🙂""",lihat timnas pegang sty main bagus nyetak goal kayak susah nyetak goal teh timnasnya perfomanya lawan bagus,Positif,0.07333452,0.45724788,0.4694176
timnas Indonesia kalo mainnya bagus gini lawan barcelona mah pasti bantai-bantai,timnas indonesia main bagus lawan barcelona mah bantaibantai,Positif,0.20786247,0.3897619,0.4023757
"Aku lupa sih 2010 timnas mainnya gimana dan komposisinya gimana, hasil 4-0 mumgkin paling buruk, tapi cara main sama berani pegang bola udah oke, cuma balik lagi fokus pengmbangan pemain sendiri plis jangan naturalisasi mulu 🤡 https://t.co/LwRGOtv7pw",lupa timnas main komposisi hasil mumgkin buruk main berani pegang bola oke fokus pengmbangan main plis naturalisasi mulu,Positif,0.30702668,0.2888572,0.40411618
Tetap keren. Tetap juara di hati. Mainnya trengginas walaupun belum menang. Mantap Timnas Indonesia!!,keren juara hati main trengginas menang mantap timnas indonesia,Positif,0.01700463,0.10590527,0.8770901
@winnavadotcom yaaa kan setidaknya mainnya bener bener enak diliat. keren timnas kitaaa 🔥,main enak lihat keren timnas,Positif,0.003202844,0.05177735,0.9450198
"Sepanjang kualifikasi dan uji coba, timnas belum pernah berhadapan dengan timnas yg benar2 mengandalkan wing play. Semua tim yg bermain umpan2 pendek. Maka ketika berhasapan dgn AUS yg mainnya ala klub2 Championship Inggris, kaget, jarang dilatih taktiknya #AFCAsianCup2023…",kualifikasi uji coba timnas hadap timnas andal wing play tim main umpan pendek berhasapan aus main ala klub championship inggris kaget jarang latih taktik,Netral,0.47942743,0.25532958,0.26524296
"yak kebantai. tapi udah keren banget mainnya Timnas woy, gila. ngga mau tau pokoknya harus perpanjang kontrak STY. sampai jumpa lagi di Piala Asia 2028.",bantai keren banget main timnas woy gila pokok kontrak sty jumpa piala asia,Positif,0.008272083,0.47147495,0.520253
@PorosHalangID Pengalaman yang sangat berharga buat timnas main di 16 besar AFF terlepas kalah mainnya udah bagus banget ternyata timnas kita bisa main bagus kayak gini ya Allah 😭😭😭,alam harga timnas main aff lepas kalah main bagus banget nyata timnas main bagus kayak allah,Positif,0.013871113,0.09619068,0.8899382
"yaah pulkam, good game timnas mainnya ga jelek cuma yaa emang peluangnya nihil wajar lawannya juga Australia langganan pildun",pulkam good game timnas main jelek peluang nihil wajar lawan australia langgan pildun,Negatif,0.023063788,0.9001839,0.076752245
MAIN BAGUS! GAPAPA GAPAPA GAPAPA!!! BANGGA EUY LIAT MAINNYA TIMNAS MAIN INI,main bagus gapapa gapapa gapapa bangga euy lihat main timnas main,Positif,0.0038017456,0.05144747,0.94475085
"semoga timnas mainnya bisa laya tadi terus, proud of youuu!🥺",moga timnas main laya proud of youuu,Netral,0.39835185,0.20768468,0.39396346
mainnya timnas 🥲,main timnas,Negatif,0.12491876,0.5827698,0.29231146
@idextratime @bliblidotcom Dah pada cape mainnya.... Btw baru ngeh pelatih ostrali itu mantan pelatih Brazil... Y sudah lah gapapa sudah berusaha max mereka... Tetep bangga dengan timnas sudah bermain sangat bagus,deh capek main btw engah latih ostrali mantan latih brazil gapapa usaha max bangga timnas main bagus,Positif,0.020162908,0.14174612,0.838091
