text,label,processed
sejauh ini pelayanan nya bagus semoga makin ditingkatkan utk bonusgratis ongkirnya ya terimakasih,positive,"['pelayanan', 'bagus', 'semoga', 'ditingkatkan', 'bonusgratis', 'ongkirnya', 'terimakasih']"
sungguh akhir ini aplikasi sering ngadat sudah coba di perangkat permasalahannya sama,negative,"['sungguh', 'aplikasi', 'ngadat', 'coba', 'perangkat', 'permasalahannya']"
ah setress sih nih aplikasi th lebih pakai gopayleter gk pernah telat bayar masa skeng gk bisa di gunain pdahal gak ada tagihan yg blm di bayar uninstal jg nih,negative,"['ah', 'setress', 'aplikasi', 'pakai', 'gopayleter', 'enggak', 'telat', 'bayar', 'skeng', 'enggak', 'gunain', 'enggak', 'tagihan', 'belum', 'bayar', 'uninstal']"
sebelumnya gopay diblok udh clear sekarang pas udh langganan gofood plus flashsale nya diilangin wkwk pdhl sebelum berlangganan masih ada makin kapitalis aja ni gojek,negative,"['gopay', 'diblok', 'clear', 'pas', 'langganan', 'gofood', 'plus', 'flashsale', 'diilangin', 'wkwk', 'berlangganan', 'kapitalis', 'gojek']"
heran buat pencarian aja lag banget pdhl sinyal internet lancar aja buat buka semua medsos kalo masih lemot gini gua pindah ke grab dah,negative,"['heran', 'pencarian', 'lag', 'banget', 'sinyal', 'internet', 'lancar', 'buka', 'medsos', 'lemot', 'gua', 'pindah', 'grab', 'deh']"
setiap pembatalan dari customer selalu yg kena imbas driver jadi susah dapat order padahal yg membatalkan customer,negative,"['pembatalan', 'customer', 'kena', 'imbas', 'driver', 'susah', 'order', 'membatalkan', 'customer']"
akun saya di bekukan terus padahal saya hanya cancel driver yang suka tidak maju anehh,negative,"['akun', 'bekukan', 'cancel', 'driver', 'suka', 'tidak', 'maju', 'anehh']"
beberapa kali pakai aplikasi akhirakhir ini gagal karena jaringan kebaca putus padahal jaringan bagus mau pesan kendaraan lebih sulit dan ratarata dapat yg jauh,negative,"['kali', 'pakai', 'aplikasi', 'akhirakhir', 'gagal', 'jaringan', 'kebaca', 'putus', 'jaringan', 'bagus', 'pesan', 'kendaraan', 'sulit', 'ratarata']"
sangat menyenangkan maju terus,positive,"['menyenangkan', 'maju']"
senang driver ya tau jalan yg cepat ya jadi cepet samapi dah saya thank ya bang driver,positive,"['senang', 'driver', 'jalan', 'cepat', 'cepat', 'samapi', 'deh', 'thank', 'bang', 'driver']"
aplikasi yang sangat membantu untuk memesan makanan mengantar barang dan mengantar kita kemanapun,positive,"['aplikasi', 'membantu', 'memesan', 'makanan', 'mengantar', 'barang', 'mengantar', 'kemanapun']"
gag semua tempat ada ojeknya padahal masih di bandung barat susah dan lama,negative,"['enggak', 'ojeknya', 'bandung', 'barat', 'susah']"
maps nya ga bisa detail gak kayak grab atau shopee kalau mau pesan gofood,positive,"['maps', 'enggak', 'detail', 'enggak', 'kayak', 'grab', 'shopee', 'pesan', 'gofood']"
aplikasi lu makin gak jelas kampreet update bukannya makin bagus malah jadi gak berkualitas order gofood sampe menit bikinnya padahal nasipadang perasaan dulu masih mendingan dah dari pada sekarang kemarin udah gua kasih bintang karna bagus sekarang rating lu diturunin dulu biar perubahannya bener siallan,negative,"['aplikasi', 'lu', 'enggak', 'jelas-jelas', 'kampreet', 'update', 'bagus', 'enggak', 'berkualitas', 'order', 'gofood', 'menit', 'bikinnya', 'nasipadang', 'perasaan', 'mendingan', 'deh', 'kemarin', 'gua', 'kasih', 'bintang', 'bagus', 'rating', 'lu', 'diturunin', 'perubahannya', 'siallan']"
woyy aplikasi kampungan gak jelas bikin susah aja hapus aja nih aplikasi gak gunaaaaaaa begoooooo,negative,"['woyy', 'aplikasi', 'kampungan', 'enggak', 'jelas-jelas', 'susah', 'hapus', 'aplikasi', 'enggak', 'gunaaaaaaa', 'begoooooo']"
ini kenapa aplikasi lemot bngt jelas bukan krna jaringan sdh di restart berapa kali ttp sama yg tadinya mau ngegofood keburu bdmood grgr aplikasi ini lemotttt parah,negative,"['aplikasi', 'lemot', 'banget', 'jelas-jelas', 'bukan', 'jaringan', 'restart', 'kali', 'ngegofood', 'keburu', 'bdmood', 'gara-gara', 'aplikasi', 'lemotttt', 'parah']"
sangat memuaskan order gak begitu nunggu lama dan pelayanannya ramah,positive,"['memuaskan', 'order', 'enggak', 'menunggu', 'pelayanannya', 'ramah']"
ada promo diskon makan   pembayaran gopay tp habis topap langsung hilang promonya marketing yg bagus,negative,"['promo', 'diskon', 'makan', 'pembayaran', 'gopay', 'habis', 'topap', 'langsung', 'hilang', 'promonya', 'marketing', 'bagus']"
kenapa tiba tiba aja gak bisa transfer antar gopay maupun ke bank lain semakin aneh ini gopay bisa bisa pelanggannya jadi lari ke aplikasi lain,negative,"['enggak', 'transfer', 'gopay', 'bank', 'aneh', 'gopay', 'pelanggannya', 'lari', 'aplikasi']"
respon nya cepat aplikasinya mudah,positive,"['respon', 'cepat', 'aplikasinya', 'mudah']"
tahun saya sudah komen ongkir gofood sangat mahal sekarang tahun ongkir tambah mahal lagi udah harga dari merchant di mark up ongkir mahal gak ngotak eh ditambah biaya jasa aplikasi saya sangat kecewa dan akan segera meninggalkan gofood ada satu slogan yg cocok untuk anda gofood memiskinkan pelanggannya,negative,"['tahun-tahun', 'komen', 'ongkir', 'gofood', 'mahal', 'tahun-tahun', 'ongkir', 'mahal', 'harga', 'merchant', 'mark', 'up', 'ongkir', 'mahal', 'enggak', 'ngotak', 'eh', 'ditambah', 'biaya', 'jasa', 'aplikasi', 'kecewa', 'meninggalkan', 'gofood', 'slogan', 'cocok', 'gofood', 'memiskinkan', 'pelanggannya']"
aplikasi yang sangat mengecewakan tidak pernah membalas setiap dm yg masuk via twitter   kirim email pun jawabannya juga mbuletmbulet nggak jelas tidak solutif dan tidak to the point dalam handle permasalahan,negative,"['aplikasi', 'mengecewakan', 'tidak', 'membalas', 'dm', 'masuk', 'via', 'twitter', 'kirim', 'email', 'jawabannya', 'mbuletmbulet', 'enggak', 'jelas-jelas', 'tidak', 'solutif', 'tidak', 'the', 'point', 'handle', 'permasalahan']"
sekarang kalau pesan go food nggak bisa mantau driver sebelum makananan jadi alias driver nganter menuju alamat anter baru keliatan drivernya sebelumnya jauh lebih bagus bisa mantau driver sejak dia terima orderan kita,negative,"['pesan', 'go', 'food', 'enggak', 'mantau', 'driver', 'makananan', 'alias', 'driver', 'nganter', 'alamat', 'anter', 'drivernya', 'bagus', 'mantau', 'driver', 'terima', 'orderan']"
aflikasi yang sangat membantu bgt mau laper atau pergi ke mna pun gak usah ribet pokonya,positive,"['aflikasi', 'membantu', 'banget', 'laper', 'pergi', 'enggak', 'ribet', 'pokoknya']"
cepat dan nyaman disaat perjalanan dan tepat waktu,positive,"['cepat', 'nyaman', 'disaat', 'perjalanan']"
kurir ramah baik sopan terimakasih,positive,"['kurir', 'ramah', 'sopan', 'terimakasih']"
drivernya baik keamanan penumpang diperhatikan pemilihan rute juga baik,positive,"['drivernya', 'keamanan', 'penumpang', 'diperhatikan', 'pemilihan', 'rute']"
aplikasinya bagus saya sering pake buat transaksi,positive,"['aplikasinya', 'bagus', 'pakai', 'transaksi']"
gak usah kirim kirim lagi notif soal gopayletter gopinjambikin muakkk saya gak pernah telat tiba di matikan tanpa ada alasan sopee aja kasih limit saya jt biasa ajaini yg kasih limit jt saja bertele tele,negative,"['enggak', 'kirim', 'kirim', 'notif', 'gopayletter', 'gopinjambikin', 'muakkk', 'enggak', 'telat', 'matikan', 'alasan', 'sopee', 'kasih', 'limit', 'juta', 'ajaini', 'kasih', 'limit', 'juta', 'bertele', 'tele']"
mau hapus akun aja susahribetberbelitbanyak aturanruwetgak sat set,negative,"['hapus', 'akun', 'susahribetberbelitbanyak', 'aturanruwetgak', 'sat', 'set']"
kgk bisa verifikasi anjeng pdhl jaringan lancar kuota masih banyak penyimpanan oke tp kode nya lamaaaaa bgt sumpah udh unistal trus instal lgi ttp gbisa verifikasi kode nya dikirim telat mulu pntek pas diketik pasti udh habis masa berlakunya kocak kocak kocak,negative,"['kgk', 'verifikasi', 'anjeng', 'jaringan', 'lancar', 'kuota', 'penyimpanan', 'oke', 'kode', 'lamaaaaa', 'banget', 'sumpah', 'unistal', 'instal', 'gbisa', 'verifikasi', 'kode', 'dikirim', 'telat', 'mulu', 'pntek', 'pas', 'diketik', 'habis', 'berlakunya', 'kocak', 'kocak', 'kocak']"
habis update tambah errorsering lag dan pesen gofood ngk muncul rute nya paraahhh,negative,"['habis', 'update', 'errorsering', 'lag', 'pesan', 'gofood', 'enggak', 'muncul', 'rute', 'paraahhh']"
gopay later gua gak bisa beli pulsa lagi gak guna tu mab mending findaya,negative,"['gopay', 'later', 'gua', 'enggak', 'beli', 'pulsa', 'enggak', 'mab', 'mending', 'findaya']"
kenapa proses upgrade gopay plus lama sekali mau tf ke bank gabisa,negative,"['proses', 'upgrade', 'gopay', 'plus', 'tf', 'bank', 'enggak bisa']"
biasanya lancar jaya sekarang udah kaya kura lamaaaaaa banget loadingnya malah kadang keluar sendiri,negative,"['lancar', 'jaya', 'kayak', 'kura', 'lamaaaaaa', 'banget', 'loadingnya', 'kadang']"
aplikasi cepat pelayanannya dan aman mantap,positive,"['aplikasi', 'cepat', 'pelayanannya', 'aman', 'mantap']"
opsi login tidak bisa dengan email sedangkan nomor saya sudah tak aktif dan tidak tau kapan terakhir kali order sesuatu jadi proses pengembalian akun lama tidak bisa di lakukan pembayaran gopaylater tidak bisa menggunakan bank bca lagi harus topup gopay ribet niat mau bayar nyicil jadi malas jadi malas lanjut pake gopaylater,positive,"['opsi', 'login', 'tidak', 'email', 'nomor', 'aktif', 'tidak', 'kali', 'order', 'proses', 'pengembalian', 'akun', 'tidak', 'lakukan', 'pembayaran', 'gopaylater', 'tidak', 'bank', 'baca', 'topup', 'gopay', 'ribet', 'niat', 'bayar', 'nyicil', 'malas', 'malas', 'pakai', 'gopaylater']"
biaya layanan saja yg mahal tp pelayanan tidak memuaskansering kali aplikasi error di jam sibuk,negative,"['biaya', 'layanan', 'mahal', 'pelayanan', 'tidak', 'memuaskansering', 'kali', 'aplikasi', 'error', 'jam', 'sibuk']"
aplikasi buat mempermudah perjalanan tapi promo perjalanan malah skrg udah jarang diksh semakin sering dipakai malah semakin gk dpt promo atau diskon maunya gimana,positive,"['aplikasi', 'mempermudah', 'perjalanan', 'promo', 'perjalanan', 'jarang', 'diksh', 'dipakai', 'enggak', 'promo', 'diskon', 'maunya']"
aplikasinya mudah digunakan tapi layanan yang diberikan makin mahal saja,positive,"['aplikasinya', 'mudah', 'layanan', 'mahal']"
kagak jelas awalnya bagus di berikan fasilitas gopaylater dan jaga histori pembayaran agar tidak telat pas upgrade tiba tiba saja tidak ada fasilitas paylaternyaapa maksudnya ga jelas banget,negative,"['kagak', 'jelas-jelas', 'bagus', 'fasilitas', 'gopaylater', 'jaga', 'histori', 'pembayaran', 'tidak', 'telat', 'pas', 'upgrade', 'tidak', 'fasilitas', 'paylaternyaapa', 'maksudnya', 'enggak', 'jelas-jelas', 'banget']"
aplikasi burik mau payment qr aja selalu ga bisa padahal di aplikasi lain bisa,negative,"['aplikasi', 'burik', 'payment', 'qr', 'enggak', 'aplikasi']"
gopaylatter udh di upgrade tapi dipakenya cuma bisa sekali gimana sih maksudnya padahal limitnya masih banyak banget tapi mau pesen gofood gak bisa bisa,negative,"['gopaylatter', 'upgrade', 'dipakenya', 'maksudnya', 'limitnya', 'banget', 'pesan', 'gofood', 'enggak']"
gojek tlg dong ditatar lgi buat para driver terutama gofood rekrut driver yg melek tekhnologi jgn yg gaptekyg pinter baca map masalahny seringkali nganter barang nyasar kok malah nyalahin konsumen saya sangat sering blj online tpi driver dri gojek seringkali bermasalah dlm pencarian lokasi harap diperbaiki,positive,"['gojek', 'tolong', 'ditatar', 'driver', 'gofood', 'rekrut', 'driver', 'melek', 'tekhnologi', 'jangan', 'gaptekyg', 'pintar', 'baca', 'map', 'masalahny', 'seringkali', 'nganter', 'barang', 'nyasar', 'menyalahkan', 'konsumen', 'blj', 'online', 'driver', 'gojek', 'seringkali', 'bermasalah', 'pencarian', 'lokasi', 'harap', 'diperbaiki']"
sialan banget ini gojek semakin di update malah buat mood gw hancur masak mau buka aplikasi nya karena lapar mau pesan makanan malah gak bisa di buka justru malah keluar tulisan yeaah internet mu mati coba masuk lagi ya padahal gw liat sinyal gw lancar normal gak hilang gak naik turun malah di bilang mati hingga akhir nya gw harus menahan lapar hingga pagi,negative,"['sialan', 'banget', 'gojek', 'update', 'mood', 'gue', 'hancur', 'masak', 'buka', 'aplikasi', 'lapar', 'pesan', 'makanan', 'enggak', 'buka', 'tulisan', 'yeaah', 'internet', 'mu', 'mati', 'coba', 'masuk', 'gue', 'lihat', 'sinyal', 'gue', 'lancar', 'normal', 'enggak', 'hilang', 'enggak', 'turun', 'bilang-bilang', 'mati', 'gue', 'menahan', 'lapar', 'pagi']"
kenapa driver bisa maen cancel sepihak driver ramdhan apriadi   rb suzuki ignis tidak berkenan kah jemput pasien di rsud bogor masalahnya dapet pengganti driver posisi lebih jauh lagi kami menunggu lama lagi karena di jam pulang kerja,negative,"['driver', 'main', 'cancel', 'driver', 'ramdhan', 'apriadi', 'ribu', 'suzuki', 'ignis', 'tidak', 'berkenan', 'kah', 'jemput', 'pasien', 'rsud', 'bogor', 'pengganti', 'driver', 'posisi', 'menunggu', 'jam', 'pulang', 'kerja']"
payah banget ini appnya bentar ngefreeze mulu cape bolak balik kudu keluar   buka ulang,negative,"['payah', 'banget', 'appnya', 'bentar', 'ngefreeze', 'mulu', 'capek', 'bolak', 'kudu', 'buka', 'ulang']"
apk gajelas pas udah beli langganan gratis ongkir malah promo nya hilang,negative,"['apk', 'enggak jelas', 'pas', 'beli', 'langganan', 'gratis', 'ongkir', 'promo', 'hilang']"
makin gaje gini padahal hampir tiap pagi pesen ke tujuan yg sama tapi akhir ini dipilihin rute yg berputar alhasil tarifnya pun ikutan membengkak yg bener dong gojeeekkkkk mana gak ada perubahan hadeh,negative,"['enggak jelas', 'pagi', 'pesan', 'tujuan', 'dipilihin', 'rute', 'berputar', 'alhasil', 'tarifnya', 'ikutan', 'membengkak', 'gojeeekkkkk', 'enggak', 'perubahan', 'hadeh']"
kenapa tiba aplikasinya ngelag trus saya hapus download ulang tapi tetep gaj bisa dbuka mana masih ada saldo tolong dong admin gojek dibantu kenapa bisa gini diulang diwnload jg ga mau kebuka aplikasinya,negative,"['aplikasinya', 'ngelag', 'hapus', 'download', 'ulang', 'gaj', 'dbuka', 'saldo', 'tolong', 'admin', 'gojek', 'dibantu', 'diulang', 'diwnload', 'enggak', 'kebuka', 'aplikasinya']"
katro ga jelas masukan kode sesuai email berkalikali tetap saja dibilang salah,negative,"['katro', 'enggak', 'jelas-jelas', 'masukan', 'kode', 'sesuai', 'email', 'berkalikali', 'dibilang', 'salah']"
kirain saya doang yg error sm aplikasinya ternyata banyak yg komplen tolong di perbaiki bug nya soalnya skrng setiap mau buka gak bisa kebuka malah keluar sendiri trm ksh,negative,"['doang', 'error', 'aplikasinya', 'komplen', 'tolong', 'perbaiki', 'bug', 'buka', 'enggak', 'kebuka', 'trm', 'kasih']"
sering lag stak map berubah terus payah,positive,"['lag', 'stak', 'map', 'berubah', 'payah']"
sdh di upgrade malah eror pembayaran hanya bs tunai payah,negative,"['upgrade', 'eror', 'pembayaran', 'tunai', 'payah']"
udah hari aplikasi stuck di logo padahal wifi lancar aja udah email gaada respon aneh banget,negative,"['aplikasi', 'stuck', 'logo', 'wifi', 'lancar', 'email', 'enggak ada', 'respon', 'aneh', 'banget']"
lama gak tak pakai tak instal lagi mau pakai malah parah apk ini harga juga tambah mahal bulannan lalu masi harga antar sekarang jadi apk makin kaya par drivernya sengsara,negative,"['enggak', 'pakai', 'instal', 'pakai', 'parah', 'apk', 'harga', 'mahal', 'bulannan', 'harga', 'apk', 'kayak', 'par', 'drivernya', 'sengsara']"
pas pertama kali diskon nya banyak tapi pas lama saya pakai diskon cuma   tolong lah diskon itu sangat membantu untuk pelajar kayak saya,positive,"['pas', 'kali', 'diskon', 'pas', 'pakai', 'diskon', 'tolong', 'diskon', 'membantu', 'pelajar', 'kayak']"
aplikasinya sangat mudah di gunakan dan tidak ribet disaat kendala terjadidi tingkat trs kinerja gojek berangin dgn tetangga sebelahnya,positive,"['aplikasinya', 'mudah', 'tidak', 'ribet', 'disaat', 'kendala', 'terjadidi', 'tingkat', 'kinerja', 'gojek', 'berangin', 'tetangga', 'sebelahnya']"
sangat terkesan dengan kemajuan teknologi yg mana aplikasi ini sangat membantu dalam segala hal dari transportasi hingga makanan semua difasilitasi oleh aplikasi ini keren deh pokoknya inovasi dri aplikasi ini,positive,"['terkesan', 'kemajuan', 'teknologi', 'aplikasi', 'membantu', 'transportasi', 'makanan', 'difasilitasi', 'aplikasi', 'keren-keren', 'deh', 'pokoknya', 'inovasi', 'aplikasi']"
kenapa gopay saya tidak bisa di pake untuk beli go pulsa dan go bills dan pernah jugaa ada penipuan mengatasnamakan gojek bilang dapet voucher belanja senilai juta bahkan sempat ada sms resmi dari gojek apakah aplikasi ini tidak aman lagi,positive,"['gopay', 'tidak', 'pakai', 'beli', 'go', 'pulsa', 'go', 'bills', 'penipuan', 'mengatasnamakan', 'gojek', 'bilang-bilang', 'voucher', 'belanja', 'senilai', 'juta', 'sms', 'resmi', 'gojek', 'aplikasi', 'tidak', 'aman']"
mudah murah banyak diskon promo,positive,"['mudah', 'murah', 'diskon', 'promo']"
tolong dong lokasi titik sana nama tempat nya di sama in semangkin lama harus nya makin bagus ini kok semangkin amburadul pertama kali saya pakai grab enak ga pernah bermasalah eh makin kesini makin nyebelin dan selalu bikin telat,negative,"['tolong', 'lokasi', 'titik', 'nama-nama', 'semangkin', 'bagus', 'semangkin', 'amburadul', 'kali', 'pakai', 'grab', 'enak', 'enggak', 'bermasalah', 'eh', 'kesini', 'menyebalkan', 'telat']"
setelah upgrade malah tertahan saldo bintang,negative,"['upgrade', 'tertahan', 'saldo', 'bintang']"
aplikasi mementingkan dirinya sendiri pesen gocar dapat drivernya jauh kalau gocar comfort drivernya dekat driver di bodohi aplikasinya kasihan kalau yang dapat konsumen yang pilih lebh murah dpt yang jauh posisi drivernya,negative,"['aplikasi', 'mementingkan', 'pesan', 'gocar', 'drivernya', 'gocar', 'comfort', 'drivernya', 'driver', 'bodohi', 'aplikasinya', 'kasihan', 'konsumen', 'pilih', 'murah', 'posisi', 'drivernya']"
tetep aja gabisa di buka aplikasi nya padahal sudah dowload waifi oke udh di update,negative,"['enggak bisa', 'buka', 'aplikasi', 'dowload', 'waifi', 'oke', 'update']"
ini kenapa saya mau upgrade gopay gagal terus cara berfoto udah seperti yang di sarankan pencahayaan juga sudah bagus coba apa kesalahannya,positive,"['upgrade', 'gopay', 'gagal', 'berfoto', 'sarankan', 'pencahayaan', 'bagus', 'coba', 'apa-apa', 'kesalahannya']"
makin update makin gajelasilangin tuh animasi pas mesen go foodnge crash mulu semenjak ada animasi di go foodjadi nge lag bgt cuma buka apk nya doang,negative,"['update', 'gajelasilangin', 'animasi', 'pas', 'mesen', 'go', 'foodnge', 'crash', 'mulu', 'semenjak', 'animasi', 'go', 'foodjadi', 'nge', 'lag', 'banget', 'buka', 'apk', 'doang']"
min udah semingguan gabisa login akun gojek udh bolak balik instal masih aja loading terus dm lewat sosmed ga direspon tolong solusinya admin,negative,"['min', 'semingguan', 'enggak bisa', 'login', 'akun', 'gojek', 'bolak', 'instal', 'loading', 'dm', 'sosmed', 'enggak', 'direspon', 'tolong', 'solusinya', 'admin']"
