text,score,label
mantapmemudahkan untuk bepergian dan cepat responsthanks gojekselalu tingkatkan keaamanannya dan keramahan smua driver,5,Positif
kebanyakan gimmik error terus aplikasinya mau beli pulsa aja ribet,1,Negatif
aplikasi nya berjalan dengan lancar tanpa kendala ataupun error jadi saya nyaman deh bisa memakai gojek soalnya bisa belanja dll jadi buat yang ngomongin apk nya sulit ataupun error mungkin terkendala jaringan nya mungkin makasih team surverisuer semoga makin berkembang dan jaya selalu salam sukses dari palembang,5,Positif
ibu saya punya masalah dalam gopay nya yang tidak sengaja hilang saat di minta tolong nya malah di suruh cek fitur laporan saya mulu kalau ga bakal dianggap selesai masalahnya tapi dari kmrn gada laporan saya itu masuk gojek ribet bgt fitur vostumer service nya harus ini itu,1,Negatif
gojek telah lepas dari marwahnya sebagai aplikasi menyediakan jasa transportasi yang murah dan cepat diskonnya saat ini kalah dengan grab gofood aja diskonnya rp rp di grab food malah puluhan ribu kini saatnya mengurangi penggunaan aplikasi gojek,1,Negatif
mohon diperbaiki aplikasi selalu freeze dan force close,1,Negatif
jaringan bagus gk ada masalah mw pesan makan segala macam gk bisa apa si masalah aplikasi satu ni lagnya gk karuan perbaikilah gk ush blg ke email segala macam gk guna eh ongkir pun juga gk dimasuk akal km ongkir,1,Negatif
sedih bro sering hang jadi sering kehilangan promo padahal transaksi gak receh amat,1,Negatif
akun saya hilang karena hp dan nomor hilang email pun masih nyambung di akun gopay tersebut tetapi kenapa saya tidak bisa login mengunakan email,1,Negatif
setelah upgrade paylaternya tidak bisa dipakai untuk beli pulsa dan paket data sungguh mengecewakan,3,Netral
aplikasi yang sangat bermanfaat recomended banget,5,Positif
sebelumnya tidak ada masalah tetapi ketika saya berlangganan gofood plus promo yang ditawarkan langsung berbeda biasanya pada jamjam tertentu akan ada promo besar bertanda kuning namun setelah saya berlangganan gofood plus promo tersebut tidak pernah muncul lagi bukannya mendapat keuntungan saya malah merasa dirugikan dengan berlangganan mohon direspon atau ditindak lebih lanjut,3,Netral
promo musiman tp saya tetep make terimakasih gojek bintang dulu kalo setiap hari ada promo max   minimal rupiah saya jadiin bintang,1,Negatif
kenapa sekarang go food ga ada gratis ongkir atau ongkir cuma ribu sangat disayangkan berbeda dengan aplikasi sebelahnya ada gratis ongkir,2,Negatif
sudah bagus promonya juga ok tp sayang mau beli buah murni tapi gada pilihan nya di gojek terimakasih,5,Positif
waktu penjeputan cepat route jalan sesuai memperhatikan tertib lalu lintas memperhatikan safety,5,Positif
pt gojek mencurangi mitra dengan memunculkan fitur go food gabungan semisal pengantaran kedua costumer bayar ongkir tetap di tetapi hanya masuk ke driver hanya,1,Negatif
semenjak update aplikasi sering error,1,Negatif
parah aplikasi yg sediain promo diskon tp karna keseringan di pake di curigain hal ga wajar buat apa di pake kalo ga dapet promo,1,Negatif
saya mau hapus aku permanen selalu gak bisa padahal gak ada cicilan atau apapun gmna mau lapornya gak ada respon juga,1,Negatif
saya mau hapus aku permanen selalu gak bisa padahal gak ada cicilan atau apapun gmna mau lapornya gak ada respon juga,1,Negatif
aplikasi buffering parah padahal kecepatan internet bagus,2,Negatif
kok aplikasi nya eror ya sekarang lemot mau pesen go ride atau go food juga susah tolong di perbaiki dong,3,Netral
sering terjadi lag atau jaringan kurang stabil padahal juga buat buka lainnya lancar aja gojek sekarang menyusahkan lemott banget kalah sama akun sebelah tuhh,1,Negatif
paylater tidak bs digunakan percuma ada limit sebelum nya ga begini maklum karya anak bansat,1,Negatif
saya masuk gojek gak bisa bisa payah sekali aplikasi nya skrg,1,Negatif
hari ini saya pesan gojek cuman kali kok datangnya driver ya terus drivernya di ganti sampai harus menunggu hampir menit tolonglah di perbaiki lagi aplikasinya ya,1,Negatif
pelayanan lbh bagus sekarang ya dulu rada lelet,5,Positif
lo kira gue tinggal di pelosok perdesaan yg susah sinyal gue scroll ig dan wa lancar emang dasar gojek nya aja update ga jelas bug bukannya di perbaiki malah custumer yg di suruh cek internet jelas jelas dari apk nya beberapa kalu sudah forced close mulu ni apk pindah ke grab aja deh lama lama rugi waktu gini terus mah mana terlanjur top up lagi tau ribet gini ga bakal gue top up,1,Negatif
saya ubah dri bintang ke bintang jelek banget aplikasinya setelah   di perbaharui ngelag mulu sampai not responding dan kepental keluar ngescroll dikit lag lagi,1,Negatif
harapnya bisa selalu memberikan terbaik dan selalu berinovasi ya gojek apalagi diperbanyak promonya,5,Positif
pakai gojek segalanya jadi mudah cepat,5,Positif
kecewa sekarang set lokasi nya ngawur masa jalannya muter buat ongkos jd tambah mahal,5,Positif
saya sdh lama pake gojek tp baru brp bln trakhir ini kalau pesan gofood sampenya lama bgt pernah jam mie ayam resto dekat pas sampe sudah dingin tanya driver jawabnya pesanannya baru masuk ke saya dan kesekian kalinya saya tanya beberapa driver ternyata khusus untuk pesanan gofood skrg terpecah untuk drivernya ada yg miceng dan regular saya tidak ngerti spesifiknya dan drivernya curhat sejak sistem sekarang order susah dan suka ada gesekan antar driver,1,Negatif
sayang bgt sebenernya sama gojek tapi enggak sama fitur gopaylater yg skr limit ada besar tapi gak bisa digunakan buat apa dikasih limit mending di nolkan aja limitnya kalau gak bisa dipakai heraan gak,2,Negatif
ini aplikasi kebanyakan error ya aplikasi enggak merespon terus keterangannya,2,Negatif
ini aplikasi gojek kenapa yaa habis diperbarui hp jd eror buka mp sendiri hp tiba jadi panas,2,Negatif
makin di uprage makin aneh di apk sering nge lagtulisan pesanan masih dbkin eh tau nya mamang drivernya udah djalan jadi kna omelan deh customer pdhal salah apk nyamasa jatuh tempo tgl bulan depanmalah ditagih tgl dari awal pemakaian limit mana telp mulu pihak sana nya pdhal jatuh tempo masih lama,3,Netral
ini gimana yah aplikasi terbaru malah suka ngefrezze dan eror mohon perbaikannya gojek dan mohon di kembalikan ke awal untuk tampilan gosend biar saya bisa kembali kirim barang dari jakarta untuk yang di luar kota jadi kacau aplikasinya,3,Netral
min apknya masih sering ngefreeze lho ini padahal sudah sempet installuninstall izin aplikasi dari settingan kenapa ya jaringan inet juga stabil buka apk lain ngga ada masalah jangan nyalahin jaringan inet dong min tp perbaiki apknya,1,Negatif
layanan sangat tanggap dan memuaskan puas dengan gojek bepergianpesen makanan dan antar paket smua bisa,5,Positif
parah bikin malu mau bayar gha bisasaldo adamasak di suruh masuk ke aplikasibiasanya langsung pilih bayar dan selesaisekarang gojek gha jelasorang kita mau bayar malah di alihkan ke play store trus buka aplikasinyatrus jadi kayak orang tololgha jelas mau ngapaiorang kita mau bayar malah bertelel,1,Negatif
gak bisa transfer gejelas banget sumpah padahal akun gopay sudah di upgrade,1,Negatif
parah gopayleter sayah pinjam rbbelum sebulan udah kena denda jadi rblagian gk bisa kirim uang harus wifi data sendiri gk pungsit parah parah,1,Negatif
sebelum nya bagus mmpermudah aktifitassetelah di update malah gak bisa kebukamenu nya juga membingungkan sekaliiiiidan juga tiba keluar sendiri dr aplikasi,4,Positif
makin sini makan jelek setiap transaksi tidak ada internet terus padahal pakai youtube dan game lancar aja malah keceng tapi pakai aplikasi ini makin hancur,1,Negatif
aplikasi force close dengan sendirinya terkadang freeze dengan sendirinya saat mlakukan pemesanan sudah reinstall sama aja hp saya samsung     mampu menahan ux terburuk shopee kok ini gojek malah kocak ngefreeze mohon di optimalkan padahal sekarang promonya mantap banget sudah setara shopeefood lah ya,2,Negatif
notifikasi pinjaman muncul terus setelah di kompirmasi nomer anda sudah terdaftar entah sampe kapan bisa di acc pinjaman,2,Negatif
driver ya parah sekarangsuka ngeyel gak bisa jaga kebersihan atribut seperti helm yg kadang bau banyak bulu kucing jaket juga bau kl milih rute seenaknya sendiri aja tolong donk lebih di perhatikan lg untuk driver terimakasih,1,Negatif
makin di updet makin gk beres isi pulsa gk bisa lagi pakai payleter malah di arahin ke saldo gopay nya,3,Netral
makin kesini promo untuk goride mulai gak ada semakin mahal fix gue akan pindah ke maxim saja,1,Negatif
cepat dan efisien,5,Positif
curang ms akunku ngga wangi diskon yang pada dapet di akunku ngga ada,2,Negatif
sangat membantu pelayanan sopan dan tepat waktu,5,Positif
jadi mudah bisa sedang dalam perjalanan memerlukan bantuan jemputan,5,Positif
aplikasi sering error saat digunakan,1,Negatif
sudah mau jalan minggu aplikasinya sering banget lag,3,Netral
kalo bisa setiap akun bisa dapet promo yang sama,1,Negatif
saya pesan gofood sudah jam tiba di cancel suruh order lagi sempat ada driver yg muncul menuju resto,1,Negatif
sangat mudah digunakan banyak promo lainnya,5,Positif
semakin diupgrade semakin bobrok fiturnya,1,Negatif
ngasih informasi update terbaru aplnya gausah lebay dev to the point aja updatenya apa fitur terbarunya dimana gak penting quotes gabutuh kata pxl yg gak njelasin poin penting dri update aplnya,4,Positif
ini aplikasi kenapa sih muter mulu kek gak ada sinyal aja buka aplikasi sebelah lancar jaya aneh bet sumpah,5,Positif
setelah update aplikasi malah sering not responding apk nya internet gaada masalah,3,Netral
parah banget top up gopay tapi uangnya entah kenapa mana saya anak kos maaf saya uninstall tolong lebih kedepannya,1,Negatif
kirim uang ke bank mandiri tidak bisa sampai kapan perbaikan nya,1,Negatif
sangat membantu cuma agak mahal sih,5,Positif
tambah ampas paylater gabisa dipake aplikasi lemot beli kuota dibilang sukses dan kepotong eh kuotanya ga masuk,1,Negatif
kenapa menu pilihan gopay later belum munculpadahal tersedia limitnyakenapa belum bisa digunakan gopaylaternya,3,Netral
banyakbanyakin harga promo ya,5,Positif
ini kenapa history alamat pengiriman jadi hilang semua yah mau kirim barang malah input alamat terus akun ku sudah anak sultan padahal tolong bantuannya,3,Netral
solusi dikala macet blm punya kendaraan tp ya ongkos jg harus mnyesuaikan kantong,5,Positif
sering pembaruan tapi makin jelek tiap buka aplikasi ngeleg loading lama parahhhhhhhhh,1,Negatif
link login gabisa dipake udh coba berbagai cara,1,Negatif
akhir akhir ini sering freeze sendiri saat memesan sudah berulang kali padahal koneksi saya aman saja dan hp tidak bermasalah,2,Negatif
dari awal di hp saya hanya aplikasi gojek yang pasti selama saya pakai gojek tidak pernah kecewa,5,Positif
dari awal di hp saya hanya aplikasi gojek yang pasti selama saya pakai gojek tidak pernah kecewa,5,Positif
pembayaran via qris gopay sering error dengan pesan internet mati dan wifi mati padahal saya tidak memiliki masalah dalam kecepatan internet,2,Negatif
ini kenapa ya sesudah update naik versi aplikasi sering bug tiba crash stuck saat pengoprasian tolong dong di fix ulang lagi aplikasi ini oleh pihak gojek,2,Negatif
laporan untuk keluhan customer tidak adasemua udah tersetting dan jelas nya tidak bisa menyampaikan keluhan,1,Negatif
baru aktifkan gopay pinjam limitnya gk pernah dipake tapi ditelpon mulu tiap hari selamat gopay pinjam telah aktif itu sangat mengganggu,1,Negatif
untuk gopay bagian dari aplikasi gojek masih tidak bisa bertanggung jawab karena refund saya belum masuk sampai sekarang bilangnya hanya sudah masuk untuk keterangan tapi untuk saldo sama sekali belum masuk di saldo saya yaudah gapapa saya ikhlasin yang penting mengutamakan kepentingan penggunanya karena bisa merugikan apalagi nominalnya besar seperti saya,2,Negatif
diupdate koq malah layanan terhenti padahal ram udah gb,2,Negatif
aplikasi makin kesini makin sering nge laggofood sdh lah harga di naikkan dl ditambah pula lg biaya jasa aplikasi padahal harga di gofood dan asli ga sama,1,Negatif
udah langganan lama tapi voucher gratis ongkir lama harus pakai gopay trus jadi males lama mau pesen gofood karna promo ongkirnya terbatas pakai tunai tambahan aku sekarang sering banget pake goride sehari bisa smpe   dan vouchernya gocar semua,2,Negatif
gopay gila enggak bisa upgred ke gopay plus sayang saldo tidak bisa di kirim karena enggak bisa upgred gimana sih aplikasinya selalu enggak bisa upgred ke hopay plus gila banget aplikasinya tolong di perbaiki sekarang juga kalo buat aplikasi yang bagus jangan kek gini,1,Negatif
kebijakan buat customer bener udah ga enak dari sebelumnya wkt tenggang pelunasan gopay later makin dipersempit bahkan udah ga ada lagi biasanya ada tenggang hari dan denda baru dikenakan pada tgl dan itu pun cuma rbhari tapi skrg tgl udah kena denda langsung bahkan ribu blm lg gopay later cicilnya sy slalu dapat notif kena denda rbhari padahal pembayaran angsurannya sdh digabung dgn gopay later ini mah bkn lagi kebijakan tapi nyusahin,1,Negatif
yang jauh jadi dekat mudah di gunakan,4,Positif
aplikasi gofood makanannya sangat lama di antar driver dapat orderan food saya dapat giliran terakhir di antar datangnya jam tidak efisien menggunakan gofood di saat perut sudah lapar semoga bisa di perbaiki ke depannya,2,Negatif
aplikasi sangat membantu dan bagus tapi masih sering ngefreeze dan force close tibatiba mungkin bisa di optimalkan lagi aplikasinya terimakasih,3,Netral
bikin ruwet za seenaknya gabung paylater cicil sama per bulan alih tidak mematuhi kesepakatan kalian dululah yg melanggar kesepakatan jadi ga usah main sebar ganggu kondar segala apalagi dluar kondar hati bagi semua pengguna suruh upgrade za maksa ke wa email sms emang niat menjebak mungkin ya dalam waktu dekat setelah lunas nanti pastikan data saya dihapus dan saya juga bakal hapus aplikasi kalian gojektokped,1,Negatif
aplikasi aneh dikit dikit kblokir dikit dikit limit limitnya permanent lgi,1,Negatif
makin lama biaya adm makin naik cuwakss,3,Netral
sangat membantu untuk aktifitas seharihari,5,Positif
aplikasi nya suka ngelag tolong di bagusin lagi susah buat mencari baik gotix maupun yang lain pas saya mau pesen tiket bioskop tiba tiba go tix nya hilang ntah kemana kadang juga lokasi nya tiba tiba ga ada,1,Negatif
keseringan update bikin error,1,Negatif
cs nya tidak memberikan solusi atas dana saya yang tertahan di gopay jawabannya tamplate sama persis dimenu bantuan payah banget,1,Negatif
kenapa tampilannya jadi gini sih abis diupdate putih semua ngga ada ijonya bikin sakit mata kalo mau dibikin putih gitu layoutnya tolong kasih fitur tema terang   gelap juga sumpah ngga nyaman banget ngelihatnya,3,Netral
aplikasi yang membantu banget di saat ingin keluar ataupun ketika malas keluar rumah untuk cari makanan,5,Positif
parah sih udah pesen gocar ga ada yg pick sampe jam parah lah pokoknya,1,Negatif
aneh sinyal lancar   malah gak bisa di apa in gojek nya sampai saya minta hotspot tetep aja ga bisa,1,Negatif
kak bagaimana caranya saya bisa menghubungi golek lewat tlp saya ada masalah dgn no hp yg tertera pd akun gojek saya saya baru mentransfer sejumlah uang di gopay ternyata ada masalah krn anak saya menghapus akun gojek saat saya download ulang ternyata no saya sudah tidak aktif bagaimana saya melaporkan kejadian tersebut mohon bantuan nya kak krn saya tlp customer service tidak tersambung,5,Positif
jangan pernah menggunakan gopaylater ini lebih jahat dari pada rentenir kesalahan sistem menjadi telat bayar beberapa menit pemakaian ribu di denda ribu dan denda berjalan menjadi hampir ribu lebih parah sari kartu kredit jauh lebih baik ovo paylater banyak dan terhubung kemanapun,1,Negatif
